city,population_proper
"New Leipzig, ND",219
"Wishek, ND",952
"Wahpeton, ND",7830
"Tuttle, ND",80
"Maida, ND",
"Braddock, ND",20
"Bucyrus, ND",26
"Baker, ND",
"Barton, ND",
"Spiritwood Lake, ND",96
"Oriska, ND",123
"Oxbow, ND",311
"Towner, ND",563
"Ellendale, ND",1286
"Wyndmere, ND",418
"Taylor, ND",170
"Jud, ND",72
"Epping, ND",112
"Fordville, ND",204
"Kelvin, ND",
"McClusky, ND",378
"Rock Lake, ND",
"Linton, ND",1022
"Fairfield, ND",
"Cashel, ND",
"Mantador, ND",64
"Hazelton, ND",221
"Finley, ND",437
"Saint Anthony, ND",
"Denbigh, ND",
"Lankin, ND",95
"Sutton, ND",
"Ambrose, ND",26
"Hannover, ND",
"Tokio, ND",
"Devils Lake, ND",
"Horace, ND",2652
"Brocket, ND",55
"McGregor, ND",
"Edgeley, ND",550
"Bordulac, ND",
"Sanborn, ND",188
"Milnor, ND",644
"Haley, ND",
"Hebron, ND",692
"Crosby, ND",1406
"Crary, ND",141
"Colgate, ND",
"Jessie, ND",
"Minto, ND",610
"North River, ND",55
"Glenburn, ND",462
"Carson, ND",288
"Willow City, ND",164
"McKenzie, ND",
"Marmarth, ND",144
"Hillsboro, ND",1586
"Wimbledon, ND",209
"Adams, ND",124
"Zahl, ND",
"Mayville, ND",1830
"Hazen, ND",2422
"Courtenay, ND",44
"Northgate, ND",
"Dahlen, ND",
"Dazey, ND",101
"Milton, ND",55
"Walcott, ND",236
"Temvik, ND",
"Drayton, ND",781
"Gardena, ND",29
"Pekin, ND",66
"Kulm, ND",343
"Riverdale, ND",228
"Page, ND",239
"Monango, ND",35
"Fairmount, ND",365
"Grace City, ND",62
"Reynolds, ND",300
"Belfield, ND",1013
"Mott, ND",773
"Crete, ND",
"Park River, ND",1373
"Coteau, ND",
"Holmesville, NE",
"Bladen, NE",227
"Saint Helena, NE",94
"Shelby, NE",688
"Brewster, NE",17
"Bushnell, NE",121
"Edison, NE",129
"Chadron, NE",5725
"Sholes, NE",20
"Wayne, NE",5573
"Bayard, NE",1134
"Dodge, NE",598
"Brainard, NE",320
"Oakdale, NE",294
"Ralston, NE",7329
"Fremont, NE",26519
"Staplehurst, NE",242
"Western, NE",237
"Burr, NE",58
"Shelton, NE",1067
"Atlanta, NE",131
"McCool Junction, NE",410
"Uehling, NE",228
"North Bend, NE",1238
"Angus, NE",
"Howells, NE",547
"Vesta, NE",
"Henry, NE",105
"Whiteclay, NE",
"Ceresco, NE",889
"Kearney, NE",33520
"Hildreth, NE",344
"Exeter, NE",544
"Kimball, NE",2400
"Ulysses, NE",164
"Diller, NE",256
"Plattsmouth, NE",6479
"Paul, NE",
"Walthill, NE",784
"Grand Island, NE",51517
"Waco, NE",243
"Clatonia, NE",226
"Lushton, NE",30
"Morse Bluff, NE",137
"Culbertson, NE",578
"Lamar, NE",23
"Minatare, NE",802
"Champion, NE",
"Callaway, NE",529
"Butte, NE",308
"Ord, NE",2078
"Anselmo, NE",143
"Huntley, NE",44
"Weeping Water, NE",1072
"Arthur, NE",119
"Archer, NE",
"Spencer, NE",426
"McGrew, NE",104
"Lyons, NE",814
"Haig, NE",
"Beatrice, NE",12362
"Hardy, NE",152
"Eddyville, NE",93
"Wood Lake, NE",65
"Arabia, NE",
"Marquette, NE",232
"Pawnee City, NE",826
"Elsie, NE",104
"Orleans, NE",385
"Deshler, NE",744
"Waterbury, NE",70
"Lodgepole, NE",313
"Inavale, NE",
"Rising City, NE",358
"Saronville, NE",45
"Louisville, NE",1224
"McCook, NE",7526
"Elba, NE",220
"Malmo, NE",118
"Clarks, NE",353
"Columbus, NE",22851
"Danbury, NE",97
"South Bend, NE",99
"Tobias, NE",107
"Nenzel, NE",20
"Doniphan, NE",844
"Maywood, NE",248
"Memphis, NE",114
"Avoca, NE",244
"Tilden, NE",933
"Hemingford, NE",796
"Naponee, NE",100
"Rulo, NE",162
"West Point, NE",3327
"Wausa, NE",607
"Bee, NE",193
"Emerson, NE",804
"Taylor, NE",180
"Byron, NE",81
"Genoa, NE",954
"Upland, NE",136
"Creighton, NE",1117
"Albion, NE",1599
"Leigh, NE",401
"Bartley, NE",273
"Lebanon, NE",77
"Hershey, NE",663
"Hamlet, NE",53
"Julian, NE",57
"Utica, NE",851
"Denton, NE",205
"Scottsbluff, NE",14883
"Thedford, NE",218
"Cozad, NE",3805
"Stockville, NE",24
"Martinsburg, NE",90
"Inman, NE",126
"Nora, NE",20
"Bruno, NE",95
"Milligan, NE",275
"Scribner, NE",843
"Alda, NE",650
"Waterloo, NE",909
"Eagle, NE",1068
"Raymond, NE",184
"Winnebago, NE",795
"Gothenburg, NE",3475
"Hoskins, NE",288
"Swanton, NE",95
"Riverton, NE",84
"Chapman, NE",286
"Palisade, NE",337
"Martin, NE",
"Wauneta, NE",568
"Hayes Center, NE",200
"Verdon, NE",165
"Anoka, NE",6
"Crofton, NE",689
"Belgrade, NE",117
"Maxwell, NE",301
"Crookston, NE",71
"Ong, NE",59
"Inland, NE",
"Manley, NE",166
"Niobrara, NE",349
"Monroe, NE",288
"Bassett, NE",562
"Willow Island, NE",
"Dunbar, NE",190
"Arlington, NE",1273
"Weissert, NE",
"Broadwater, NE",123
"Otoe, NE",173
"Paxton, NE",495
"Unadilla, NE",322
"Dixon, NE",83
"Brunswick, NE",133
"Smithfield, NE",51
"Ayr, NE",94
"Deweese, NE",63
"Ashby, NE",
"Stanton, NE",1516
"Elyria, NE",50
"Madrid, NE",231
"Preston, NE",27
"Sparks, NE",
"Whitney, NE",76
"Wilsonville, NE",90
"Enola, NE",
"Loma, NE",
"Wilcox, NE",355
"Rogers, NE",93
"Stapleton, NE",309
"Morrill, NE",915
"Cowles, NE",29
"Enders, NE",
"Gordon, NE",1535
"Cotesfield, NE",45
"Seward, NE",7219
"Dwight, NE",195
"Swedeburg, NE",
"Cairo, NE",804
"Holbrook, NE",199
"Potter, NE",326
"Bancroft, NE",475
"Giltner, NE",347
"Wilber, NE",1891
"Hickman, NE",2139
"Polk, NE",303
"Gretna, NE",5060
"Duncan, NE",365
"Bertrand, NE",734
"Washington, NE",151
"Talmage, NE",240
"Snyder, NE",298
"Lewellen, NE",211
"Liberty, NE",75
"Petersburg, NE",325
"Peru, NE",782
"Steinauer, NE",71
"Alma, NE",1153
"Scotia, NE",294
"Broken Bow, NE",3539
"Gering, NE",8360
"Gandy, NE",32
"Cook, NE",316
"Bostwick, NE",
"Richfield, NE",
"Creston, NE",203
"Beemer, NE",664
"Guide Rock, NE",207
"North Platte, NE",24110
"Alvo, NE",132
"Agnew, NE",
"Springview, NE",232
"Carleton, NE",88
"Cambridge, NE",1038
"Clinton, NE",40
"Lemoyne, NE",
"Winnetoon, NE",66
"Indianola, NE",553
"Valparaiso, NE",547
"Fairbury, NE",3714
"Brock, NE",107
"Springfield, NE",1604
"Sprague, NE",145
"Royal, NE",60
"Hubbell, NE",66
"Jackson, NE",214
"Cornlea, NE",36
"Aten, NE",
"Palmer, NE",474
"Heartwell, NE",70
"Lisco, NE",
"Emmet, NE",47
"Republican City, NE",155
"Nemaha, NE",143
"Clarkson, NE",623
"Litchfield, NE",255
"Crab Orchard, NE",37
"Prosser, NE",71
"Humphrey, NE",794
"Hastings, NE",24991
"Ansley, NE",424
"Concord, NE",159
"Craig, NE",190
"Kramer, NE",
"Carroll, NE",222
"Schuyler, NE",6106
"Auburn, NE",3299
"Coleridge, NE",462
"Burton, NE",10
"Maskell, NE",73
"Venango, NE",165
"Sutherland, NE",1343
"Ragan, NE",39
"Cody, NE",157
"Sarben, NE",
"Lincoln, NE",280364
"Douglas, NE",175
"Valley, NE",2172
"Crawford, NE",961
"Murdock, NE",240
"Odessa, NE",
"Fairmont, NE",564
"Kennard, NE",363
"Linwood, NE",84
"Grafton, NE",122
"Virginia, NE",59
"Rockville, NE",103
"Comstock, NE",92
"Decatur, NE",465
"Pierce, NE",1739
"Fordyce, NE",137
"Boys Town, NE",619
"Pilger, NE",360
"Magnet, NE",56
"Octavia, NE",122
"Hadar, NE",302
"Phillips, NE",289
"Mead, NE",551
"Boone, NE",
"Ainsworth, NE",1635
"Barada, NE",23
"Elm Creek, NE",960
"Hordville, NE",146
"Lindsay, NE",254
"Trenton, NE",553
"Du Bois, NE",143
"Mason City, NE",170
"Lakeside, NE",
"Prague, NE",309
"Sweetwater, NE",
"Wann, NE",
"Boelus, NE",
"Thayer, NE",62
"Menominee, NE",
"Reynolds, NE",66
"Ellsworth, NE",
"Lewiston, NE",64
"Loomis, NE",389
"Bow Valley, NE",
"Hay Springs, NE",551
"Union, NE",235
"King Lake, NE",
"Gilead, NE",38
"Beaver City, NE",580
"Powell, NE",
"Henderson, NE",995
"Terrytown, NE",1177
"Lyman, NE",328
"Platte Center, NE",338
"Pickrell, NE",195
"Big Springs, NE",382
"Walton, NE",
"Wolbach, NE",259
"Tamora, NE",
"York, NE",7860
"Homer, NE",532
"Wisner, NE",1174
"Table Rock, NE",260
"Verdel, NE",30
"Dannebrog, NE",301
"Lexington, NE",10004
"Stella, NE",146
"Cedar Rapids, NE",369
"Newport, NE",89
"Hooper, NE",834
"Holstein, NE",230
"Keene, NE",
"Endicott, NE",126
"Alliance, NE",8403
"Humboldt, NE",838
"Pauline, NE",
"Carlson, NE",
"Hendley, NE",23
"Dunning, NE",106
"Marion, NE",
"Gurley, NE",211
"Bradshaw, NE",270
"Tryon, NE",
"Dalton, NE",311
"Allen, NE",362
"Halsey, NE",81
"Minden, NE",2996
"Bellwood, NE",405
"Greeley, NE",
"Blue Hill, NE",894
"Grant, NE",1115
"Hartington, NE",1523
"Bennington, NE",1510
"Foster, NE",50
"Surprise, NE",41
"Winslow, NE",106
"Monowi, NE",1
"Johnson, NE",326
"Pleasant Dale, NE",215
"Aurora, NE",4484
"Blair, NE",8089
"Brownson, NE",
"Merna, NE",364
"Harvard, NE",954
"Hyannis, NE",190
"Glenvil, NE",288
"Mascot, NE",
"Rockford, NE",
"McLean, NE",35
"La Platte, NE",
"La Vista, NE",17143
"Waverly, NE",3786
"Bridgeport, NE",1497
"Overland, NE",
"Edgar, NE",470
"Loretto, NE",
"Overton, NE",563
"Hansen, NE",
"Battle Creek, NE",1194
"Clearwater, NE",406
"Farnam, NE",165
"Melbeta, NE",111
"Shubert, NE",144
"Irvington, NE",
"Pender, NE",1055
"Dawson, NE",140
"Abie, NE",66
"Almeria, NE",
"Brownlee, NE",
"Filley, NE",129
"North Loup, NE",291
"Sidney, NE",6888
"Panama, NE",279
"Fullerton, NE",1259
"Wynot, NE",176
"Wahoo, NE",4499
"Firth, NE",582
"Axtell, NE",735
"Perrin, NE",
"Oconto, NE",149
"Cedar Bluffs, NE",589
"Macy, NE",
"Lynch, NE",226
"Burwell, NE",1202
"Bazile Mills, NE",28
"Adams, NE",607
"Princeton, NE",
"Saint Paul, NE",2349
"Rosemont, NE",
"Burchard, NE",78
"Stuart, NE",592
"Stratton, NE",331
"Sumner, NE",228
"Chappell, NE",898
"Davenport, NE",286
"Stromsburg, NE",1140
"Elgin, NE",623
"Daykin, NE",161
"Fort Calhoun, NE",935
"Newman Grove, NE",720
"Saint Mary, NE",
"Salem, NE",107
"Eustis, NE",373
"Harrison, NE",238
"Campbell, NE",328
"Laurel, NE",950
"Palmyra, NE",565
"Elk City, NE",
"West Lincoln, NE",
"Gross, NE",2
"Venice, NE",
"Trumbull, NE",194
"Ellis, NE",
"Primrose, NE",60
"Ravenna, NE",1373
"Inglewood, NE",322
"Benedict, NE",236
"Berwyn, NE",82
"Oak, NE",63
"Fontanelle, NE",
"Imperial, NE",2047
"Atkinson, NE",1249
"Touhy, NE",
"Norfolk, NE",24348
"Cordova, NE",137
"Juniata, NE",823
"Elsmere, NE",
"Lowell, NE",
"Thurston, NE",136
"Harrisburg, NE",
"Oshkosh, NE",832
"Oxford, NE",755
"Amelia, NE",
"Falls City, NE",4214
"Nebraska City, NE",7347
"Bristow, NE",62
"Purdum, NE",
"Papillion, NE",19597
"Ashland, NE",2566
"Garrison, NE",52
"Mitchell, NE",1669
"Davey, NE",157
"O'Neill, NE",3631
"Hampton, NE",432
"Bruning, NE",271
"Garland, NE",220
"Spalding, NE",452
"Miller, NE",138
"Gresham, NE",222
"Tarnov, NE",46
"Max, NE",
"Sunol, NE",
"Randolph, NE",928
"Kronborg, NE",
"Richland, NE",72
"Tecumseh, NE",1631
"Elk Creek, NE",97
"Nickerson, NE",353
"Sargent, NE",507
"Saint Edward, NE",681
"Red Cloud, NE",948
"Lorenzo, NE",
"Bloomington, NE",97
"Stockham, NE",43
"Sterling, NE",458
"Mullen, NE",481
"Milford, NE",2112
"Bellevue, NE",53505
"Ewing, NE",372
"Yankee Hill, NE",
"Odell, NE",300
"Long Pine, NE",286
"Wakefield, NE",1389
"Kenesaw, NE",945
"Newcastle, NE",326
"Wymore, NE",1401
"Angora, NE",
"De Witt, NE",504
"Yutan, NE",1235
"Greenwood, NE",579
"Farwell, NE",120
"Neligh, NE",1527
"Skyline, NE",
"Silver Creek, NE",361
"Dix, NE",249
"Nelson, NE",457
"Plainview, NE",1204
"Jansen, NE",113
"Alexandria, NE",172
"Saint Libory, NE",
"Bloomfield, NE",985
"Osmond, NE",756
"Ithaca, NE",150
"Verdigre, NE",557
"Santee, NE",347
"Raeville, NE",
"Brandon, NE",
"Assumption, NE",
"Ericson, NE",90
"Belvidere, NE",47
"Friend, NE",992
"Cedar Creek, NE",400
"Roseland, NE",254
"Clay Center, NE",717
"Dakota City, NE",1880
"Ruby, NE",
"Strang, NE",28
"Funk, NE",193
"Syracuse, NE",2007
"Arcadia, NE",305
"Brady, NE",413
"Orchard, NE",349
"Chester, NE",225
"Saint Bernard, NE",
"Kilgore, NE",79
"Goehner, NE",158
"Roca, NE",283
"Macon, NE",
"Seneca, NE",
"Madison, NE",2364
"Rushville, NE",851
"Brule, NE",306
"Beaver Crossing, NE",407
"Shickley, NE",337
"Elmwood, NE",649
"Westerville, NE",
"Valentine, NE",2803
"Lorton, NE",41
"Amherst, NE",253
"Steele City, NE",58
"Gibbon, NE",1909
"Wallace, NE",360
"Superior, NE",1856
"Saint Stephens, NE",
"Ponca, NE",937
"Bennet, NE",854
"Fairfield, NE",364
"Keystone, NE",
"Hazard, NE",68
"Bingham, NE",
"Ogallala, NE",4543
"Wood River, NE",1354
"Norman, NE",43
"Lawrence, NE",291
"Ohiowa, NE",112
"South Sioux City, NE",13120
"Page, NE",163
"Grainton, NE",
"Bartlett, NE",113
"Ames, NE",
"Herman, NE",268
"Chalco, NE",
"Naper, NE",80
"Sutton, NE",1411
"Belden, NE",113
"Mills, NE",
"Meadow Grove, NE",301
"Barneston, NE",114
"Poole, NE",
"Osceola, NE",843
"Holdrege, NE",5555
"Franklin, NE",929
"Howe, NE",
"Ashton, NE",189
"Ruskin, NE",118
"Obert, NE",23
"Weston, NE",326
"Stamford, NE",186
"Harbine, NE",47
"Haigler, NE",150
"Murray, NE",475
"Hebron, NE",1537
"Pleasanton, NE",350
"Nehawka, NE",206
"Benkelman, NE",857
"Berea, NE",
"Cushing, NE",32
"Lindy, NE",
"Hubbard, NE",231
"Dickens, NE",
"Parks, NE",
"Central City, NE",2905
"Loup City, NE",1000
"Cortland, NE",472
"Moorefield, NE",31
"Center, NE",93
"Merriman, NE",131
"Curtis, NE",896
"David City, NE",2815
"Geneva, NE",2162
"Belmar, NE",
"Darr, NE",
"Mynard, NE",
"Tekamah, NE",1730
"Arapahoe, NE",997
"Johnstown, NE",61
"Omaha, NE",446970
"Winside, NE",407
"Roscoe, NE",
"Wellfleet, NE",76
"Arnold, NE",578
"Crete, NE",7059
"Plymouth, NE",382
"Brownville, NE",127
"Riverdale, NE",185
"Leshara, NE",110
"Dorchester, NE",576
"Malcolm, NE",403
"Mintle, NE",
"Rosalie, NE",164
"Elwood, NE",682
"Colon, NE",108
"Hallam, NE",236
"Blue Springs, NE",319
"Chambers, NE",263
"Oakland, NE",1192
"White Pine, TN",2262
"Dyersburg, TN",16685
"Park City, TN",
"Bolivar, TN",5112
"Lookout Mountain, TN",1888
"Pleasant Hill, TN",563
"Pinson, TN",
"Jonesborough, TN",5333
"Fayetteville, TN",7051
"Rural Hill, TN",
"Columbia, TN",37540
"Estill Springs, TN",2027
"Christiana, TN",
"Wynnburg, TN",
"Ashland City, TN",4641
"Waynesboro, TN",2357
"Cumberland City, TN",300
"Lakeland, TN",12494
"McKinnon, TN",
"New Tazewell, TN",2767
"Dandridge, TN",2956
"Red Bank, TN",11813
"La Vergne, TN",35071
"Vanleer, TN",376
"Lynnville, TN",295
"Wildwood, TN",
"East Cleveland, TN",
"Charlotte, TN",1511
"Banner Hill, TN",
"Campaign, TN",
"Shouns, TN",
"Halls Crossroads, TN",
"Trimble, TN",622
"Tennessee City, TN",
"Rockvale, TN",
"Alpine, TN",
"Summertown, TN",
"Winchester, TN",8562
"Hornbeak, TN",389
"Fowlkes, TN",
"Theta, TN",
"Newbern, TN",3284
"Townsend, TN",444
"Gleason, TN",1390
"Forest Hills, TN",4993
"Walnut Grove, TN",
"Gruetli-Laager, TN",1744
"Oak Ridge, TN",29350
"Green Brier, TN",
"South Carthage, TN",1343
"Elizabethton, TN",13854
"Cedar Hill, TN",310
"Elora, TN",
"Gadsden, TN",462
"Bell Buckle, TN",519
"Millersville, TN",6742
"Arthur, TN",
"Pine Crest, TN",
"Oakdale, TN",217
"Gibson, TN",379
"Spencer, TN",1629
"Grandview, TN",
"Byrdstown, TN",815
"Ridgetop, TN",2076
"Somerville, TN",3137
"Sneedville, TN",1347
"Milledgeville, TN",265
"New Providence, TN",
"Russellville, TN",
"Church Hill, TN",6740
"Vonore, TN",1502
"Mount Pleasant, TN",4853
"Gatlinburg, TN",4206
"Louisville, TN",4127
"Finger, TN",295
"Monteagle, TN",1172
"Cumberland Furnace, TN",
"Buena Vista, TN",
"Seymour, TN",
"Overall, TN",
"Huntland, TN",855
"Dodson Branch, TN",
"Campbellsville, TN",
"Memphis, TN",652717
"Lyles, TN",
"Brighton, TN",2936
"East Ridge, TN",21302
"Eva, TN",
"Midtown, TN",
"Tracy City, TN",1425
"Chewalla, TN",
"Dyer, TN",2236
"Bemis, TN",
"Monterey, TN",2868
"Toone, TN",339
"Greenfield, TN",2091
"Guys, TN",462
"Lebanon, TN",31317
"Mosheim, TN",2303
"Algood, TN",4193
"Centerville, TN",3568
"Gallatin, TN",35734
"Sharon, TN",903
"Calhoun, TN",497
"Pioneer, TN",
"Gladeville, TN",
"Condon, TN",
"Neubert, TN",
"Loudon, TN",5750
"Ocoee, TN",
"Wartrace, TN",657
"Hanging Limb, TN",
"Dresden, TN",2846
"Lakewood, TN",
"Woodland Mills, TN",364
"Luttrell, TN",1089
"Hartford, TN",
"Cedar Grove, TN",
"Holladay, TN",
"New River, TN",
"Ridgeside, TN",426
"Chattanooga, TN",177571
"Gordonsville, TN",1209
"Spring Hill, TN",37731
"Ten Mile, TN",
"South Cleveland, TN",
"Briceville, TN",
"Howell, TN",
"Martin, TN",10768
"Hartsville, TN",
"Chestnut Mound, TN",
"Sevierville, TN",16665
"Whiteville, TN",4503
"Lenoir City, TN",9106
"Jefferson City, TN",8335
"Quebeck, TN",
"Falling Water, TN",
"Eagleton Village, TN",
"New Deal, TN",
"Spurgeon, TN",
"Arlington, TN",11566
"Henry, TN",462
"LaFollette, TN",6971
"Milltown, TN",
"Covington, TN",8924
"Chesterfield, TN",
"Leoma, TN",
"Waverly, TN",4133
"Copperhill, TN",333
"Castalian Springs, TN",
"Tazewell, TN",2281
"Greeneville, TN",15061
"Doyle, TN",556
"Hopewell, TN",
"Burns, TN",1470
"Collinwood, TN",965
"Fairview, TN",8529
"Rutledge, TN",1189
"Bruceton, TN",1434
"Kimball, TN",1391
"Saint Bethlehem, TN",
"Ozone, TN",
"Rome, TN",
"Normandy, TN",148
"Centertown, TN",247
"Spring City, TN",1988
"Savannah, TN",7019
"Hermitage Springs, TN",
"Milan, TN",7792
"Michie, TN",589
"Munford, TN",6057
"Evensville, TN",
"Cumberland Gap, TN",494
"Elkton, TN",542
"McEwen, TN",1716
"Cookeville, TN",32622
"Liberty, TN",315
"Leipers Fork, TN",
"Coalmont, TN",819
"Petersburg, TN",543
"Granville, TN",
"Flat Woods, TN",
"Fairfield Glade, TN",
"Rives, TN",316
"Rocky Top, TN",
"Shepherd, TN",
"Burlison, TN",408
"Coopertown, TN",4429
"Belle Meade, TN",2964
"Bethel Springs, TN",708
"Bloomingdale, TN",
"Alcoa, TN",9874
"Helenwood, TN",
"Parsons, TN",2357
"Watertown, TN",1529
"Pelham, TN",
"Nixon, TN",
"Harrogate, TN",4388
"Clinton, TN",10106
"Eads, TN",
"Erin, TN",1283
"Middleton, TN",650
"Belfast, TN",
"Watauga, TN",350
"Unicoi, TN",3531
"Farner, TN",
"Winfield, TN",960
"Rickman, TN",
"Scotts Hill, TN",985
"Halls, TN",2162
"Crossville, TN",11455
"Ashport, TN",
"Grimsley, TN",
"Palmer, TN",664
"Medina, TN",4182
"Bean Station, TN",3109
"Middle Valley, TN",
"Belinda City, TN",
"Westover, TN",
"Clarkrange, TN",
"Pegram, TN",2115
"Grand Junction, TN",279
"White Bluff, TN",3437
"Atwood, TN",921
"Crab Orchard, TN",761
"Bartlett, TN",58622
"Charleston, TN",674
"Saulsbury, TN",93
"Concord, TN",
"Ethridge, TN",480
"Millington, TN",10974
"Parker Crossroads, TN",
"Hendersonville, TN",57050
"Hohenwald, TN",3678
"Olivet, TN",
"Baileyton, TN",434
"New Hope, TN",1063
"Philadelphia, TN",692
"Blountville, TN",
"Talbott, TN",
"College Grove, TN",
"Witt, TN",
"Brush Creek, TN",
"Summitville, TN",
"Linden, TN",903
"Dunlap, TN",5132
"Jasper, TN",3362
"Kingston Springs, TN",2763
"Shackle Island, TN",
"Mooresburg, TN",
"Apison, TN",
"Bells, TN",2426
"Decatur, TN",1572
"Perryville, TN",
"Pigeon Forge, TN",6199
"Rugby, TN",
"Niota, TN",723
"Oliver Springs, TN",3253
"Benton, TN",1317
"Rosemark, TN",
"Enville, TN",190
"New Johnsonville, TN",1915
"Decherd, TN",2414
"Wildersville, TN",
"Allardt, TN",636
"Washburn, TN",
"Trenton, TN",4140
"McMinnville, TN",13761
"Lobelville, TN",891
"Ardmore, TN",1216
"Mount Juliet, TN",33263
"Chapel Hill, TN",1476
"Huntingdon, TN",3913
"Kingston, TN",5840
"Union City, TN",10589
"Flintville, TN",
"Slayden, TN",184
"RoEllen, TN",
"Braden, TN",273
"Norris, TN",1642
"Paris, TN",10192
"Saint Joseph, TN",787
"Hickory Valley, TN",95
"Clarksville, TN",150287
"Morristown, TN",29663
"Counce, TN",
"Tellico Plains, TN",941
"Bold Spring, TN",
"Powell, TN",
"Henderson, TN",6551
"Decaturville, TN",875
"Medon, TN",163
"Powells Crossroads, TN",1326
"Ridgely, TN",1707
"Dickson, TN",15492
"Atoka, TN",9095
"Graball, TN",
"Obion, TN",1072
"Bumpus Mills, TN",
"Lexington, TN",7769
"Oneida, TN",3722
"Stella, TN",
"Newport, TN",6833
"Mentor, TN",
"Crump, TN",1395
"Eagleville, TN",663
"Oak Grove, TN",
"Frankewing, TN",
"Humboldt, TN",8235
"Big Rock, TN",
"Telford, TN",
"Manchester, TN",10617
"Mascot, TN",
"Shelbyville, TN",21432
"Camden, TN",3551
"Clairfield, TN",
"Jackson, TN",67005
"Sparta, TN",5073
"Knoxville, TN",186239
"Strawberry Plains, TN",
"Walnut Hill, TN",
"Sale Creek, TN",
"Morrison, TN",707
"Green Hill, TN",
"Fincastle, TN",
"Tullahoma, TN",19273
"Greenbrier, TN",6796
"Indian Mound, TN",
"Mountain City, TN",2443
"Gilt Edge, TN",468
"Tasso, TN",
"De Rossett, TN",
"Rockford, TN",861
"Central, TN",
"Soddy-Daisy, TN",13217
"Fall Branch, TN",
"Rocky Fork, TN",
"Cottage Grove, TN",88
"Statesville, TN",
"Loretto, TN",1752
"Westmoreland, TN",2311
"Mount Carmel, TN",5427
"Big Sandy, TN",536
"Stantonville, TN",267
"Bluff City, TN",1656
"Erwin, TN",5920
"Thompson's Station, TN",5194
"Smithville, TN",4692
"Willette, TN",
"Auburntown, TN",264
"Pleasant View, TN",4346
"Madisonville, TN",4770
"La Grange, TN",135
"Lenox, TN",
"Harriman, TN",6218
"Samburg, TN",207
"Sherwood, TN",
"Conasauga, TN",
"Ramer, TN",318
"Jacksboro, TN",1944
"Johnson City, TN",66677
"Friendship, TN",659
"Corryton, TN",
"Robbins, TN",
"Mansfield, TN",
"Moss, TN",
"Germantown, TN",39056
"Adams, TN",657
"Malesus, TN",
"Ducktown, TN",476
"Wildwood Lake, TN",
"Livingston, TN",4062
"Beech Bluff, TN",
"Gallaway, TN",657
"Riceville, TN",
"Cornersville, TN",1243
"Lancing, TN",
"Elgin, TN",
"Trezevant, TN",834
"Cypress Inn, TN",
"Reagan, TN",
"Delano, TN",
"Bethpage, TN",
"Farragut, TN",22282
"Harrison, TN",
"Cleveland, TN",44271
"Mercer, TN",
"Shop Springs, TN",
"Graysville, TN",1523
"Cottontown, TN",
"Orlinda, TN",891
"Athens, TN",13748
"Clarksburg, TN",386
